lr-7,EARL OF GLOUCESTER,Globe_Shakespeare/lr.xml,,male,JM
lr-13,EDGAR,Globe_Shakespeare/lr.xml,,male,JM
lr-5,EDMUND,Globe_Shakespeare/lr.xml,,male,JM
lr-18,CURAN,Globe_Shakespeare/lr.xml,,male,JM
lr-20,Old Man,Globe_Shakespeare/lr.xml,,male,JM
lr-22,Doctor,Globe_Shakespeare/lr.xml,,male,JM
lr-15,Fool,Globe_Shakespeare/lr.xml,,male,JM
lr-14,OSWALD,Globe_Shakespeare/lr.xml,,male,JM
lr-24,A Captain  employed by Edmund,Globe_Shakespeare/lr.xml,,male,JM
lr-17,Gentleman attendant on Cordelia,Globe_Shakespeare/lr.xml,,male,JM
lr-25,A Herald,Globe_Shakespeare/lr.xml,,male,JM
lr-19,First Servant,Globe_Shakespeare/lr.xml,,male,JM
lr-8,GONERIL,Globe_Shakespeare/lr.xml,,female,JM
lr-12,REGAN,Globe_Shakespeare/lr.xml,,female,JM
lr-3,CORDELIA,Globe_Shakespeare/lr.xml,,female,JM
lr-16,Knights of Lear's train,Globe_Shakespeare/lr.xml,,male,JM
lr-21,Messengers,Globe_Shakespeare/lr.xml,,male,JM
alon.,ALONSO,Globe_Shakespeare/tmp.xml,,male,JM
seb.,SEBASTIAN,Globe_Shakespeare/tmp.xml,,male,JM
pros.,PROSPERO,Globe_Shakespeare/tmp.xml,,male,JM
ant.,ANTONIO,Globe_Shakespeare/tmp.xml,,male,JM
fer.,FERDINAND,Globe_Shakespeare/tmp.xml,,male,JM
gon.,GONZALO,Globe_Shakespeare/tmp.xml,,male,JM
adr.,ADRIAN,Globe_Shakespeare/tmp.xml,,male,JM
fran.,FRANCISCO,Globe_Shakespeare/tmp.xml,,male,JM
cal.,CALIBAN,Globe_Shakespeare/tmp.xml,,male,JM
trin.,TRINCULO,Globe_Shakespeare/tmp.xml,,male,JM
ste.,STEPHANO,Globe_Shakespeare/tmp.xml,,male,JM
mast.,Master of a Ship,Globe_Shakespeare/tmp.xml,,male,JM
boats.,Boatswain,Globe_Shakespeare/tmp.xml,,male,JM
mariners.,Mariners,Globe_Shakespeare/tmp.xml,,male,JM
mir.,MIRANDA,Globe_Shakespeare/tmp.xml,,female,JM
ari.,ARIEL,Globe_Shakespeare/tmp.xml,,male,JM
iris.,IRIS,Globe_Shakespeare/tmp.xml,,female,JM
cer.,CERES,Globe_Shakespeare/tmp.xml,,female,JM
juno.,JUNO,Globe_Shakespeare/tmp.xml,,female,JM
fer.-mir.,Ferdinand and Miranda,Globe_Shakespeare/tmp.xml,,male,JM
duke-s.,DUKE,Globe_Shakespeare/ayl.xml,,male,JM
duke-f.,FREDERICK,Globe_Shakespeare/ayl.xml,,male,JM
jaq.,JAQUES,Globe_Shakespeare/ayl.xml,,male,JM
ami.,AMIENS,Globe_Shakespeare/ayl.xml,,male,JM
le-beau.,LE BEAU,Globe_Shakespeare/ayl.xml,,male,JM
cha.,CHARLES,Globe_Shakespeare/ayl.xml,,male,JM
oli.,OLIVER,Globe_Shakespeare/ayl.xml,,male,JM
jaq.-de-b.,JAQUES,Globe_Shakespeare/ayl.xml,,male,JM
orl.,ORLANDO,Globe_Shakespeare/ayl.xml,,male,JM
adam.,ADAM,Globe_Shakespeare/ayl.xml,,male,JM
den.,DENNIS,Globe_Shakespeare/ayl.xml,,male,JM
touch.,Touchstone,Globe_Shakespeare/ayl.xml,,male,JM
sir-oli.,SIR OLIVER MARTEXT,Globe_Shakespeare/ayl.xml,,male,JM
cor.,CORIN,Globe_Shakespeare/ayl.xml,,male,JM
sil.,SILVIUS,Globe_Shakespeare/ayl.xml,,male,JM
will.,"WILLIAM, a country fellow",Globe_Shakespeare/ayl.xml,,male,JM
hym.,A person representing Hymen,Globe_Shakespeare/ayl.xml,,male,JM
ros.,ROSALIND,Globe_Shakespeare/ayl.xml,,female,JM
cel.,CELIA,Globe_Shakespeare/ayl.xml,,female,JM
phe.,PHEBE,Globe_Shakespeare/ayl.xml,,female,JM
aud.,AUDREY,Globe_Shakespeare/ayl.xml,,female,JM
first-lord.,First Lord,Globe_Shakespeare/ayl.xml,,male,JM
sec.-lord.,Second Lord,Globe_Shakespeare/ayl.xml,,male,CD
for.,Forester,Globe_Shakespeare/ayl.xml,,male,CD
first-page,First Page,Globe_Shakespeare/ayl.xml,,male,CD
sec.-page,Second Page,Globe_Shakespeare/ayl.xml,,male,CD
k.-edw.,KING EDWARD the Fourth,Globe_Shakespeare/r3.xml,,male,CD
prince.,"EDWARD, Prince of Wales",Globe_Shakespeare/r3.xml,,male,CD
york.,RICHARD,Globe_Shakespeare/r3.xml,,male,CD
clar.,GEORGE,Globe_Shakespeare/r3.xml,,male,CD
glou._k.-rich.,RICHARD,Globe_Shakespeare/r3.xml,,male,CD
boy.,A young son of Clarence,Globe_Shakespeare/r3.xml,,male,CD
richm.,"HENRY, Earl of Richmond",Globe_Shakespeare/r3.xml,,male,CD
card.,CARDINAL BOURCHIER,Globe_Shakespeare/r3.xml,,male,CD
rot.,THOMAS ROTHERHAM,Globe_Shakespeare/r3.xml,,male,CD
ely.,JOHN MORTON,Globe_Shakespeare/r3.xml,,male,CD
buck.,DUKE OF BUCKINGHAM,Globe_Shakespeare/r3.xml,,male,CD
nor.,DUKE OF NORFOLK,Globe_Shakespeare/r3.xml,,male,CD
sur.,EARL OF SURREY,Globe_Shakespeare/r3.xml,,male,CD
riv.,EARL RIVERS,Globe_Shakespeare/r3.xml,,male,CD
dor.,MARQUIS OF DORSET,Globe_Shakespeare/r3.xml,,male,CD
grey.,LORD GREY,Globe_Shakespeare/r3.xml,,male,CD
oxf.,EARL OF OXFORD,Globe_Shakespeare/r3.xml,,male,CD
hast.,LORD HASTINGS,Globe_Shakespeare/r3.xml,,male,CD
stan.,LORD STANLEY,Globe_Shakespeare/r3.xml,,male,CD
der.,LORD STANLEY,Globe_Shakespeare/r3.xml,,male,CD
lov.,LORD LOVEL,Globe_Shakespeare/r3.xml,,male,CD
vaug.,SIR THOMAS VAUGHAN,Globe_Shakespeare/r3.xml,,male,CD
rat.,SIR RICHARD RATCLIFF,Globe_Shakespeare/r3.xml,,male,CD
cates.,SIR WILLIAM CATESBY,Globe_Shakespeare/r3.xml,,male,CD
cate.,SIR WILLIAM CATESBY,Globe_Shakespeare/r3.xml,,male,CD
tyr.,SIR JAMES TYRREL,Globe_Shakespeare/r3.xml,,male,CD
blunt.,SIR JAMES BLOUNT,Globe_Shakespeare/r3.xml,,male,CD
herb.,SIR WALTER HERBERT,Globe_Shakespeare/r3.xml,,male,CD
brak.,SIR ROBERT BRAKENBURY,Globe_Shakespeare/r3.xml,,male,CD
chris.,CHRISTOPHER URSWICK,Globe_Shakespeare/r3.xml,,male,CD
priest.,Another priest,Globe_Shakespeare/r3.xml,,male,CD
gent.,Gentleman,Globe_Shakespeare/r3.xml,,male,CD
may.,Lord Mayor of London.,Globe_Shakespeare/r3.xml,,male,CD
sher.,Sheriff of Wiltshire.,Globe_Shakespeare/r3.xml,,male,CD
q.-eliz.,ELIZABETH,Globe_Shakespeare/r3.xml,,female,CD
q.-mar.,MARGARET,Globe_Shakespeare/r3.xml,,female,CD
duch.,DUCHESS OF YORK,Globe_Shakespeare/r3.xml,,female,CD
anne.,LADY ANNE,Globe_Shakespeare/r3.xml,,female,CD
girl.,A young daughter of Clarence (MARGARET PLANTAGENET),Globe_Shakespeare/r3.xml,,female,CD
ghost-of-g.,Ghost of Grey,Globe_Shakespeare/r3.xml,,male,CD
ghost-of-v.,Ghost of Vaughn,Globe_Shakespeare/r3.xml,,male,CD
ghost-of-r.,Ghost of Rivers,Globe_Shakespeare/r3.xml,,male,CD
ghost.,Ghosts of others murdered by Richard III.,Globe_Shakespeare/r3.xml,,various,CD
ghosts.,Ghosts of others murdered by Richard III.,Globe_Shakespeare/r3.xml,,various,CD
first.-murd.,First Murderer.,Globe_Shakespeare/r3.xml,,male,CD
sec.-murd.,Second Murderer.,Globe_Shakespeare/r3.xml,,male,CD
cit.,Citizen,Globe_Shakespeare/r3.xml,,male,CD
first-cit.,First Citizen,Globe_Shakespeare/r3.xml,,male,CD
sec.-cit.,Second Citizen,Globe_Shakespeare/r3.xml,,male,CD
third.-cit.,Third Citizen,Globe_Shakespeare/r3.xml,,male,CD
mess.,Messenger,Globe_Shakespeare/r3.xml,,male,CD
sec.-mess.,Second Messenger,Globe_Shakespeare/r3.xml,,male,CD
third-mess.,Third Messenger,Globe_Shakespeare/r3.xml,,male,CD
fourth-mess.,Fourth Messenger,Globe_Shakespeare/r3.xml,,male,CD
purs.,a Pursuivant,Globe_Shakespeare/r3.xml,,male,CD
lords.,Lords.,Globe_Shakespeare/r3.xml,,male,CD
scriv.,Scivener.,Globe_Shakespeare/r3.xml,,male,CD
page.,Page,Globe_Shakespeare/r3.xml,,male,CD
jc-22,Julius Csar,Globe_Shakespeare/jc.xml,,male,CD
jc-33,Octavius Csar,Globe_Shakespeare/jc.xml,,male,CD
jc-1,Marcus Antonius,Globe_Shakespeare/jc.xml,,male,CD
jc-23,M. milius Lepidus,Globe_Shakespeare/jc.xml,,male,CD
jc-11,Cicero,Globe_Shakespeare/jc.xml,,male,CD
jc-39,Publius,Globe_Shakespeare/jc.xml,,male,CD
jc-37,Popilius Lena,Globe_Shakespeare/jc.xml,,male,CD
jc-4,Marcus Brutus,Globe_Shakespeare/jc.xml,,male,CD
jc-9,Cassius,Globe_Shakespeare/jc.xml,,male,CD
jc-8,Casca,Globe_Shakespeare/jc.xml,,male,CD
jc-45,Trebonius,Globe_Shakespeare/jc.xml,,male,CD
jc-24,Ligarius,Globe_Shakespeare/jc.xml,,male,CD
jc-19,Decius Brutus,Globe_Shakespeare/jc.xml,,male,CD
jc-12,Metellus Cimber,Globe_Shakespeare/jc.xml,,male,CD
jc-13,Cinna,Globe_Shakespeare/jc.xml,,male,CD
jc-20,Flavius,Globe_Shakespeare/jc.xml,,male,CD
jc-32,Marullus,Globe_Shakespeare/jc.xml,,male,CD
jc-2,Artemidorus of Cnidos,,,male,CD
jc-42,A Soothsayer,Globe_Shakespeare/jc.xml,,male,CD
jc-14,Cinna,Globe_Shakespeare/jc.xml,,male,CD
jc-36,Another Poet.,Globe_Shakespeare/jc.xml,,MALE,
jc-25,Lucilius,Globe_Shakespeare/jc.xml,,MALE,ZS
jc-44,Titinius,Globe_Shakespeare/jc.xml,,MALE,ZS
jc-29,Messala,Globe_Shakespeare/jc.xml,,MALE,ZS
jc-10,Young Cato,Globe_Shakespeare/jc.xml,,MALE,ZS
jc-47,Volumnius,Globe_Shakespeare/jc.xml,,MALE,ZS
jc-46,Varro,Globe_Shakespeare/jc.xml,,MALE,ZS
jc-16,Clitus,Globe_Shakespeare/jc.xml,,MALE,ZS
jc-15,Claudius,Globe_Shakespeare/jc.xml,,MALE,ZS
jc-43,Strato,Globe_Shakespeare/jc.xml,,MALE,ZS
jc-26,Lucius,Globe_Shakespeare/jc.xml,,MALE,ZS
jc-18,Dardanius,Globe_Shakespeare/jc.xml,,MALE,ZS
jc-34,Pindarus,Globe_Shakespeare/jc.xml,,MALE,ZS
jc-6,Calpurnia,Globe_Shakespeare/jc.xml,,FEMALE,ZS
jc-38,Portia,Globe_Shakespeare/jc.xml,,FEMALE,ZS
jc-35,Citizens,Globe_Shakespeare/jc.xml,,,
cym.,CYMBELINE,Globe_Shakespeare/cym.xml,,MALE,ZS
clo.,CLOTEN,Globe_Shakespeare/cym.xml,,,
post.,POSTHUMUS LEONATUS,Globe_Shakespeare/cym.xml,,MALE,ZS
bel.,BELARIUS,Globe_Shakespeare/cym.xml,,MALE,ZS
gui.,GUIDERIUS,Globe_Shakespeare/cym.xml,,MALE,ZS
arv.,ARVIRAGUS,Globe_Shakespeare/cym.xml,,MALE,ZS
phi.,PHILARIO,Globe_Shakespeare/cym.xml,,MALE,ZS
iach.,IACHIMO,Globe_Shakespeare/cym.xml,,MALE,ZS
luc.,CAIUS LUCIUS,Globe_Shakespeare/cym.xml,,MALE,ZS
pis.,PISANIO,Globe_Shakespeare/cym.xml,,MALE,ZS
cor.,CORNELIUS,Globe_Shakespeare/cym.xml,,MALE,ZS
cap.,A Roman Captain,Globe_Shakespeare/cym.xml,,MALE,ZS
first-cap.,First Captain,Globe_Shakespeare/cym.xml,,MALE,ZS
sec.-cap.,Second Captain,Globe_Shakespeare/cym.xml,,MALE,ZS
french.,A Frenchman,Globe_Shakespeare/cym.xml,,MALE,ZS
first-lord.,First Lord,Globe_Shakespeare/cym.xml,,MALE,ZS
sec.-lord.,Second Lord,Globe_Shakespeare/cym.xml,,MALE,ZS
first-gent.,First Gentleman,Globe_Shakespeare/cym.xml,,MALE,ZS
sec.-gent.,Second Gentleman,Globe_Shakespeare/cym.xml,,MALE,ZS
first-gaol.,First Gaoler,Globe_Shakespeare/cym.xml,,MALE,ZS
sec.-gaol.,Second Gaoler,Globe_Shakespeare/cym.xml,,MALE,ZS
queen.,Queen,Globe_Shakespeare/cym.xml,,FEMALE,ZS
imo.,IMOGEN,Globe_Shakespeare/cym.xml,,FEMALE,ZS
helen.,HELEN,Globe_Shakespeare/cym.xml,,FEMALE,ZS
first-sen.,First Senator,Globe_Shakespeare/cym.xml,,MALE,ZS
sec.-sen.,Second Senator,Globe_Shakespeare/cym.xml,,MALE,ZS
first-tri.,First Tribune,Globe_Shakespeare/cym.xml,,MALE,ZS
mess.,Messenger,Globe_Shakespeare/cym.xml,,MALE,ZS
atten.,Attendant,Globe_Shakespeare/cym.xml,,MALE,ZS
sooth.,Soothsayer,Globe_Shakespeare/cym.xml,,,
lord.,a British Lord,Globe_Shakespeare/cym.xml,,MALE,ZS
lords.,Lords,Globe_Shakespeare/cym.xml,,MALE,ZS
first-lady.,First Lady,Globe_Shakespeare/cym.xml,,FEMALE,ZS
lady.,a Lady,Globe_Shakespeare/cym.xml,,FEMALE,ZS
both.,Both,Globe_Shakespeare/cym.xml,,,
gui.-and-arv.,Gui. and Arv.,Globe_Shakespeare/cym.xml,,,
sici.,SICILIUS LEONATUS,Globe_Shakespeare/cym.xml,,MALE,ZS
moth.,his wife,Globe_Shakespeare/cym.xml,,FEMALE,ZS
first-bro.,First of the Leonati,Globe_Shakespeare/cym.xml,,,
sec.-bro.,Second of the Leonati,Globe_Shakespeare/cym.xml,,,
both-bro.,Both together,Globe_Shakespeare/cym.xml,,,
jup.,Jupiter,Globe_Shakespeare/cym.xml,,MALE,ZS
all.,All,Globe_Shakespeare/cym.xml,,,
cor-6,CAIUS MARCIUS,Globe_Shakespeare/cor.xml,,MALE,ZS
cor-15,Titus Lartius,Globe_Shakespeare/cor.xml,,MALE,ZS
cor-8,Cominius,Globe_Shakespeare/cor.xml,,MALE,ZS
cor-20,Menenius Agrippa,Globe_Shakespeare/cor.xml,,MALE,ZS
cor-31,Sicinius Velutus,Globe_Shakespeare/cor.xml,,MALE,ZS
cor-13,Junius Brutus,Globe_Shakespeare/cor.xml,,MALE,ZS
cor-19,Young Marcius,Globe_Shakespeare/cor.xml,,MALE,ZS
cor-12,A Roman Herald,Globe_Shakespeare/cor.xml,,MALE,ZS
cor-34,Tullus Aufidius,Globe_Shakespeare/cor.xml,,MALE,ZS
cor-16,Lieutenant to Aufidius.,Globe_Shakespeare/cor.xml,,MALE,ZS
cor-9,Conspirators with Aufidius.,Globe_Shakespeare/cor.xml,,MALE,ZS
cor-7a,A Citizen of Antium.,Globe_Shakespeare/cor.xml,,,
cor-40,Two Volscian Guards.,Globe_Shakespeare/cor.xml,,MALE,ZS
cor-39,Volumnia,Globe_Shakespeare/cor.xml,,FEMALE,ZS
cor-37,Virgilia,Globe_Shakespeare/cor.xml,,FEMALE,ZS
cor-35,Valeria,Globe_Shakespeare/cor.xml,,FEMALE,ZS
cor-11,Gentlewoman,Globe_Shakespeare/cor.xml,,FEMALE,ZS
cor-1,Adrian,Globe_Shakespeare/cor.xml,,MALE,ZS
cor-14,Ladies,Globe_Shakespeare/cor.xml,,FEMALE,ZS
cor-17,Lords,Globe_Shakespeare/cor.xml,,MALE,ZS
cor-2,"Aedile, an",Globe_Shakespeare/cor.xml,,MALE,ZS
cor-21,Messenger,Globe_Shakespeare/cor.xml,,MALE,ZS
cor-22,Nicanor,Globe_Shakespeare/cor.xml,,MALE,ZS
cor-23,"Noble, a",Globe_Shakespeare/cor.xml,,,
cor-24,Officers,Globe_Shakespeare/cor.xml,,MALE,ZS
cor-25,"Patrician, a",Globe_Shakespeare/cor.xml,,MALE,ZS
cor-26,"Roman, a",Globe_Shakespeare/cor.xml,,,
cor-27,Romans,Globe_Shakespeare/cor.xml,,,
cor-28,Senators (Roman),Globe_Shakespeare/cor.xml,,MALE,ZS
cor-29,Senators (Of Corioles),Globe_Shakespeare/cor.xml,,MALE,ZS
cor-30,Servingmen,Globe_Shakespeare/cor.xml,,MALE,ZS
cor-32,Soldiers,Globe_Shakespeare/cor.xml,,MALE,ZS
cor-33,Titus Lartius,Globe_Shakespeare/cor.xml,,MALE,ZS
cor-36,"Velutus, Sicinius",Globe_Shakespeare/cor.xml,,MALE,ZS
cor-38,"Volsce, a",Globe_Shakespeare/cor.xml,,,
cor-4,"Aufidius, Tullus",Globe_Shakespeare/cor.xml,,MALE,ZS
cor-7,Citizens,Globe_Shakespeare/cor.xml,,,
ant-26,Mark Antony,Globe_Shakespeare/ant.xml,,male,ADW
ant-32,Octavius Csar,Globe_Shakespeare/ant.xml,,male,ADW
ant-23,M. milius Lepidus,Globe_Shakespeare/ant.xml,,male,ADW
ant-34,Sextus Pompeius,Globe_Shakespeare/ant.xml,,male,ADW
ant-16,Domitius Enobarbus,Globe_Shakespeare/ant.xml,,male,ADW
ant-49,Ventidius,Globe_Shakespeare/ant.xml,,male,ADW
ant-17,Eros,Globe_Shakespeare/ant.xml,,male,ADW
ant-37,Scarus,Globe_Shakespeare/ant.xml,,male,ADW
ant-11,Dercetas,Globe_Shakespeare/ant.xml,,male,ADW
ant-12,Demetrius,Globe_Shakespeare/ant.xml,,male,ADW
ant-33,Philo,Globe_Shakespeare/ant.xml,,male,ADW
ant-25,Mecnas,Globe_Shakespeare/ant.xml,,male,ADW
ant-1,Agrippa,Globe_Shakespeare/ant.xml,,male,ADW
ant-14,Dolabella,Globe_Shakespeare/ant.xml,,male,ADW
ant-35,Proculeius,Globe_Shakespeare/ant.xml,,male,ADW
ant-47,Thyreus,Globe_Shakespeare/ant.xml,,male,ADW
ant-19,Gallus,Globe_Shakespeare/ant.xml,,male,ADW
ant-28,Menas,Globe_Shakespeare/ant.xml,,male,ADW
ant-29,Menecrates,Globe_Shakespeare/ant.xml,,male,ADW
ant-48,Varius,Globe_Shakespeare/ant.xml,,male,ADW
ant-46,Taurus,Globe_Shakespeare/ant.xml,,male,ADW
ant-6,Canidius,Globe_Shakespeare/ant.xml,,male,ADW
ant-43,Silius,Globe_Shakespeare/ant.xml,,male,ADW
ant-18,Euphronius,Globe_Shakespeare/ant.xml,,male,ADW
ant-2,Alexas,Globe_Shakespeare/ant.xml,,male,ADW
ant-27,Mardian,Globe_Shakespeare/ant.xml,,male,ADW
ant-39,Selucus,Globe_Shakespeare/ant.xml,,male,ADW
ant-13,Diomedes,Globe_Shakespeare/ant.xml,,male,ADW
ant-45,A Soothsayer.,Globe_Shakespeare/ant.xml,,male,ADW
ant-10,A Clown.,Globe_Shakespeare/ant.xml,,male,ADW
ant-9,Cleopatra,Globe_Shakespeare/ant.xml,,female,ADW
ant-31,Octavia,Globe_Shakespeare/ant.xml,,female,ADW
ant-8,Charmian,Globe_Shakespeare/ant.xml,,female,ADW
ant-21,Iras,Globe_Shakespeare/ant.xml,,female,ADW
ant-44,Soldiers,Globe_Shakespeare/ant.xml,,male,ADW
ant-30,Messengers,Globe_Shakespeare/ant.xml,,male,ADW
ant-5,Attendants,Globe_Shakespeare/ant.xml,,male,ADW
ant-15,Egyptian,Globe_Shakespeare/ant.xml,,male,ADW
ant-41,Servants,Globe_Shakespeare/ant.xml,,male,ADW
ant-20,Guards,Globe_Shakespeare/ant.xml,,male,ADW
ant-7,Captain,Globe_Shakespeare/ant.xml,,male,ADW
all.,All,Globe_Shakespeare/mac.xml,,,ADW
ang.,Angus,Globe_Shakespeare/mac.xml,,male,ADW
